group,file,variant,prompt,t,layer,map,view,renorm,Z,raw_min,raw_max,win_row,win_col,win_score,win_on_border,noun_tokens,verb_tokens
group_stove,group_stove/t000_L01_noun_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,01,noun,base,img512,6,3.351689104930128e-06,0.03212337575221734,1,1,0.07140128559324162,1,▁stove,switch
group_stove,group_stove/t000_L01_verb_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,01,verb,base,img512,6,6.0072197058754065e-06,0.03107639350039913,1,1,0.05728749183416548,1,▁stove,switch
group_stove,group_stove/t000_L01_func_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,01,func,base,img512,6,0.00010159526425160473,0.10891231146064473,2,6,0.30642203250093974,0,▁stove,switch
group_stove,group_stove/t000_L02_allmax_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,02,allmax,base,img512,6,4.558092237024609e-05,0.05469717491678228,13,1,0.08792868762667261,1,▁stove,switch
group_stove,group_stove/t000_L02_allsum_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,02,allsum,base,img512,6,0.0001174111919362809,0.14069885196994206,13,2,0.24434494419630354,0,▁stove,switch
group_stove,group_stove/t000_L02_noun_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,02,noun,base,img512,6,1.1102653561205568e-05,0.0177420403908065,7,9,0.0418995351845693,0,▁stove,switch
group_stove,group_stove/t000_L02_verb_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,02,verb,base,img512,6,7.525534748457545e-06,0.015483356638850324,7,9,0.041758923246134665,0,▁stove,switch
group_stove,group_stove/t000_L02_func_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,02,func,base,img512,6,9.528797411229885e-05,0.11083622155647804,13,2,0.18129171918608716,0,▁stove,switch
group_stove,group_stove/t000_L03_allmax_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,03,allmax,base,img512,6,9.334047042281914e-06,0.13665257029582575,7,9,0.29460672852391295,0,▁stove,switch
group_stove,group_stove/t000_L03_allsum_stove_L1_switch_base.png,stove_L1_switch,switch on the stove,0,03,allsum,base,img512,6,3.2553090575957004e-05,0.22742526907016702,7,9,0.6018750917081113,0,▁stove,switch
